"Date","Price","Open","High","Low","Vol.","Change %"
"09/18/2014","87.650","87.370","87.959","87.161","","-0.06%"
"09/17/2014","87.705","87.521","87.918","87.477","","0.21%"
"09/16/2014","87.521","87.794","88.280","87.420","","-0.30%"
"09/15/2014","87.787","87.746","88.220","87.529","","0.06%"
"09/14/2014","87.735","87.490","87.814","87.460","","-0.03%"
"09/12/2014","87.760","87.746","87.980","87.274","","0.03%"
"09/11/2014","87.737","88.058","88.305","87.306","","-0.38%"
"09/10/2014","88.073","88.617","89.317","87.839","","-0.65%"
"09/09/2014","88.649","87.768","88.940","87.664","","1.00%"
"09/08/2014","87.770","87.930","88.372","87.248","","-0.19%"
"09/07/2014","87.937","88.042","88.157","87.929","","-0.15%"
"09/05/2014","88.069","87.587","88.352","87.542","","0.54%"
"09/04/2014","87.593","88.123","88.413","87.435","","-0.60%"
"09/03/2014","88.123","88.527","88.616","87.689","","-0.46%"
"09/02/2014","88.531","89.326","89.341","88.280","","-0.89%"
"09/01/2014","89.329","89.407","89.759","89.239","","-0.09%"
"08/31/2014","89.413","89.455","89.477","89.347","","-0.13%"
"08/29/2014","89.526","89.650","89.790","89.036","","-0.14%"
"08/28/2014","89.650","88.913","90.442","88.889","","0.83%"
"08/27/2014","88.916","89.206","89.554","88.755","","-0.34%"
"08/26/2014","89.218","89.416","90.336","89.155","","-0.22%"
"08/25/2014","89.412","89.563","89.783","89.263","","-0.16%"
"08/24/2014","89.557","89.602","89.782","89.394","","-0.01%"
"08/22/2014","89.566","89.476","90.071","89.188","","0.10%"
"08/21/2014","89.473","90.595","90.729","88.950","","-1.24%"
"08/20/2014","90.600","90.075","90.924","89.950","","0.56%"
"08/19/2014","90.092","90.302","90.666","89.971","","-0.25%"
"08/18/2014","90.319","90.737","91.017","90.203","","-0.46%"
"08/17/2014","90.737","90.726","90.842","90.715","","-0.20%"
"08/15/2014","90.918","90.906","91.622","89.992","","0.02%"
"08/14/2014","90.898","90.927","91.569","90.615","","-0.04%"
"08/13/2014","90.930","91.055","91.228","90.525","","-0.15%"
"08/12/2014","91.064","90.402","91.664","90.289","","0.73%"
"08/11/2014","90.402","89.862","90.793","89.649","","-0.02%"
"08/08/2014","90.424","91.468","92.994","90.229","","-1.13%"
"08/07/2014","91.453","90.702","91.653","90.424","","0.84%"
"08/06/2014","90.695","89.182","90.996","89.157","","1.70%"
"08/05/2014","89.181","88.251","89.525","88.188","","1.04%"
"08/04/2014","88.262","88.718","88.950","88.200","","-0.54%"
"08/03/2014","88.737","88.676","88.746","88.638","","0.04%"
"08/01/2014","88.701","88.354","89.187","88.319","","0.39%"
"07/31/2014","88.355","88.907","89.106","88.182","","-0.65%"
"07/30/2014","88.934","88.339","89.249","88.038","","0.67%"
"07/29/2014","88.338","88.012","88.938","87.981","","0.37%"
"07/28/2014","88.012","87.926","88.239","87.622","","0.09%"
"07/27/2014","87.933","87.967","88.073","87.749","","-0.15%"
"07/25/2014","88.066","86.988","88.075","86.838","","1.26%"
"07/24/2014","86.971","87.555","87.627","86.529","","-0.69%"
"07/23/2014","87.573","88.599","88.648","87.514","","-1.15%"
"07/22/2014","88.595","89.317","89.534","88.357","","-0.81%"
"07/21/2014","89.316","89.561","89.894","89.294","","-0.28%"
"07/20/2014","89.566","89.580","89.678","89.504","","0.09%"
"07/18/2014","89.489","90.845","90.879","89.125","","-1.49%"
"07/17/2014","90.842","88.609","91.224","88.600","","2.52%"
"07/16/2014","88.613","88.442","88.839","88.316","","0.18%"
"07/15/2014","88.458","89.092","89.598","88.248","","-0.72%"
"07/14/2014","89.096","91.268","91.268","88.725","","-2.37%"
"07/13/2014","91.263","91.253","91.288","91.180","","0.16%"
"07/11/2014","91.118","91.225","91.510","90.953","","-0.12%"
"07/10/2014","91.227","90.269","92.076","90.267","","1.07%"
"07/09/2014","90.265","90.059","90.761","90.023","","0.22%"
"07/08/2014","90.063","90.239","90.557","89.709","","-0.18%"
"07/07/2014","90.226","90.351","90.455","89.856","","-0.13%"
"07/06/2014","90.341","90.590","90.590","90.272","","-0.29%"
"07/04/2014","90.601","90.318","90.662","90.231","","0.32%"
"07/03/2014","90.313","90.785","90.907","89.932","","-0.53%"
"07/02/2014","90.792","90.729","91.186","90.490","","0.08%"
"07/01/2014","90.719","90.343","91.140","90.174","","0.42%"
"06/30/2014","90.343","89.818","90.641","89.354","","0.57%"
"06/29/2014","89.829","89.852","89.893","89.785","","0.03%"
"06/27/2014","89.805","89.952","90.424","89.671","","-0.14%"
"06/26/2014","89.933","90.358","90.442","89.454","","-0.47%"
"06/25/2014","90.356","90.814","90.953","90.158","","-0.50%"
"06/24/2014","90.814","90.250","91.071","90.073","","0.62%"
"06/23/2014","90.250","90.681","90.720","90.100","","-0.44%"
"06/22/2014","90.651","90.635","90.757","90.524","","0.20%"
"06/20/2014","90.468","90.531","91.185","89.845","","-0.10%"
"06/19/2014","90.558","87.358","91.133","87.238","","3.66%"
"06/18/2014","87.359","87.850","87.935","86.962","","-0.55%"
"06/17/2014","87.845","87.693","87.940","86.661","","0.17%"
"06/16/2014","87.693","87.354","88.488","87.341","","0.38%"
"06/15/2014","87.364","87.308","87.384","87.238","","0.22%"
"06/13/2014","87.175","86.482","87.255","86.379","","0.80%"
"06/12/2014","86.480","85.739","86.754","85.373","","0.86%"
"06/11/2014","85.742","84.234","85.892","84.183","","1.78%"
"06/10/2014","84.242","83.974","84.677","83.925","","0.30%"
"06/09/2014","83.991","83.750","84.191","83.581","","0.30%"
"06/08/2014","83.740","83.664","83.742","83.615","","0.04%"
"06/06/2014","83.706","84.525","84.941","83.369","","-0.97%"
"06/05/2014","84.524","84.637","84.991","83.935","","-0.13%"
"06/04/2014","84.633","84.797","85.247","84.551","","-0.20%"
"06/03/2014","84.803","84.391","84.945","83.959","","0.49%"
"06/02/2014","84.392","84.100","84.626","83.641","","0.35%"
"06/01/2014","84.100","84.244","84.315","84.100","","-0.19%"
"05/30/2014","84.258","84.380","84.713","83.754","","-0.15%"
"05/29/2014","84.383","84.821","84.963","84.142","","-0.52%"
"05/28/2014","84.821","85.398","85.930","84.763","","-0.67%"
"05/27/2014","85.390","86.548","86.981","85.377","","-1.34%"
"05/26/2014","86.549","86.441","86.869","86.427","","0.13%"
"05/25/2014","86.438","86.465","86.531","86.387","","-0.10%"
"05/23/2014","86.524","86.622","87.014","86.310","","-0.13%"
"05/22/2014","86.633","87.080","87.900","86.543","","-0.51%"
"05/21/2014","87.080","87.965","88.257","86.659","","-1.01%"
"05/20/2014","87.965","87.183","88.103","86.965","","0.90%"
"05/19/2014","87.183","87.127","88.112","87.020","","0.06%"
"05/18/2014","87.132","87.248","87.248","87.027","","-0.13%"
"05/16/2014","87.248","87.491","87.725","86.752","","-0.28%"
"05/15/2014","87.494","86.937","87.818","86.610","","0.64%"
"05/14/2014","86.937","86.136","87.470","85.799","","0.95%"
"05/13/2014","86.119","86.740","86.935","85.870","","-0.70%"
"05/12/2014","86.730","85.712","87.329","85.635","","1.19%"
"05/11/2014","85.709","86.114","86.143","85.479","","-0.42%"
"05/09/2014","86.070","86.198","86.615","85.838","","-0.15%"
"05/08/2014","86.198","86.355","86.566","85.563","","-0.18%"
"05/07/2014","86.355","87.848","88.572","86.204","","-1.70%"
"05/06/2014","87.848","88.535","88.641","87.744","","-0.78%"
"05/05/2014","88.537","88.006","88.800","87.967","","0.60%"
"05/04/2014","88.006","88.070","88.210","87.967","","0.15%"
"05/02/2014","87.878","86.989","88.278","86.377","","1.02%"
"05/01/2014","86.988","87.727","87.745","86.524","","-0.84%"
"04/30/2014","87.727","88.401","88.492","87.396","","-0.76%"
"04/29/2014","88.398","88.725","88.769","87.703","","-0.39%"
"04/28/2014","88.742","89.593","89.765","88.385","","-0.92%"
"04/27/2014","89.569","89.410","89.628","89.410","","0.19%"
"04/25/2014","89.400","88.647","89.481","88.495","","0.85%"
"04/24/2014","88.647","88.820","89.160","86.914","","-0.21%"
"04/23/2014","88.835","88.503","89.078","88.266","","0.38%"
"04/22/2014","88.503","88.476","88.984","88.013","","0.06%"
"04/21/2014","88.450","88.498","89.165","87.845","","-0.04%"
"04/20/2014","88.484","89.003","89.003","88.430","","-0.09%"
"04/17/2014","88.566","89.539","89.555","88.263","","-1.08%"
"04/16/2014","89.533","89.772","89.864","88.781","","-0.27%"
"04/15/2014","89.772","90.449","90.520","88.256","","-0.75%"
"04/14/2014","90.453","90.324","91.018","90.128","","0.12%"
"04/13/2014","90.342","89.585","90.483","89.585","","0.85%"
"04/11/2014","89.585","89.501","90.479","89.312","","0.09%"
"04/10/2014","89.501","88.606","89.682","88.557","","1.00%"
"04/09/2014","88.613","88.225","89.118","88.123","","0.44%"
"04/08/2014","88.225","88.174","88.906","87.902","","0.06%"
"04/07/2014","88.174","88.674","88.871","87.884","","-0.53%"
"04/06/2014","88.641","88.638","88.723","88.407","","0.08%"
"04/04/2014","88.569","88.184","89.141","87.932","","0.44%"
"04/03/2014","88.183","88.326","88.871","88.078","","-0.16%"
"04/02/2014","88.327","88.014","88.753","87.624","","0.36%"
"04/01/2014","88.014","88.322","89.069","87.835","","-0.35%"
"03/31/2014","88.322","90.744","90.836","88.122","","-2.67%"
"03/30/2014","90.744","91.045","91.248","90.684","","-0.56%"
"03/28/2014","91.256","90.834","91.580","90.438","","0.45%"
"03/27/2014","90.846","92.045","92.117","90.594","","-1.31%"
"03/26/2014","92.049","93.356","93.916","91.479","","-1.40%"
"03/25/2014","93.356","94.295","94.753","93.294","","-1.00%"
"03/24/2014","94.301","95.827","96.003","94.063","","-1.58%"
"03/23/2014","95.813","96.329","96.329","95.635","","-0.06%"
"03/21/2014","95.870","95.512","96.591","95.429","","0.37%"
"03/20/2014","95.513","95.734","96.147","94.964","","-0.31%"
"03/19/2014","95.810","96.716","97.127","95.467","","-0.95%"
"03/18/2014","96.727","97.545","97.675","96.423","","-0.86%"
"03/17/2014","97.563","99.093","99.218","97.173","","-1.54%"
"03/16/2014","99.088","98.708","99.465","98.708","","0.76%"
"03/14/2014","98.341","98.687","99.799","97.935","","-0.35%"
"03/13/2014","98.687","98.137","98.850","97.416","","0.57%"
"03/12/2014","98.131","97.273","98.658","97.119","","0.88%"
"03/11/2014","97.275","95.651","97.497","95.471","","1.70%"
"03/10/2014","95.645","94.882","95.997","94.263","","0.78%"
"03/09/2014","94.909","95.046","95.134","94.782","","-0.10%"
"03/07/2014","95.001","94.597","95.383","93.939","","0.43%"
"03/06/2014","94.590","94.663","94.977","94.235","","-0.08%"
"03/05/2014","94.662","94.769","95.169","94.414","","-0.11%"
"03/04/2014","94.769","96.796","96.914","94.594","","-2.09%"
"03/03/2014","96.790","95.887","97.309","95.566","","0.94%"
"03/02/2014","95.886","94.147","95.896","94.147","","1.85%"
"02/28/2014","94.143","94.718","95.151","93.410","","-0.60%"
"02/27/2014","94.712","95.642","96.109","94.321","","-0.48%"
"02/26/2014","95.171","95.271","96.120","94.501","","-0.06%"
"02/25/2014","95.226","94.526","95.451","93.951","","0.83%"
"02/24/2014","94.442","92.723","94.614","92.184","","2.18%"
"02/21/2014","92.431","93.468","93.573","92.431","","-1.21%"
"02/20/2014","93.559","93.188","93.822","92.753","","0.49%"
"02/19/2014","93.101","92.550","93.671","91.949","","0.56%"
"02/18/2014","92.583","92.883","93.161","91.932","","-0.34%"
"02/17/2014","92.901","92.418","93.169","92.418","","0.46%"
"02/14/2014","92.475","91.325","92.768","91.217","","1.19%"
"02/13/2014","91.389","90.770","91.897","90.636","","0.54%"
"02/12/2014","90.895","90.856","91.330","90.157","","-0.06%"
"02/11/2014","90.949","90.614","91.642","90.115","","0.27%"
"02/10/2014","90.700","90.210","91.500","90.041","","0.46%"
"02/07/2014","90.288","89.206","90.773","88.658","","1.05%"
"02/06/2014","89.348","90.363","90.683","88.872","","-1.23%"
"02/05/2014","90.465","90.042","91.662","89.964","","0.35%"
"02/04/2014","90.145","92.183","92.428","89.705","","-2.19%"
"02/03/2014","92.168","90.271","92.621","90.245","","2.36%"
"01/31/2014","90.043","90.283","91.915","89.496","","-0.67%"
"01/30/2014","90.648","92.052","92.960","89.337","","-1.56%"
"01/29/2014","92.082","87.918","94.222","87.094","","3.91%"
"01/28/2014","88.620","92.067","92.553","88.482","","-3.82%"
"01/27/2014","92.141","95.079","97.578","91.922","","-3.34%"
"01/24/2014","95.322","93.030","95.534","92.326","","2.42%"
"01/23/2014","93.074","89.692","93.350","89.432","","3.70%"
"01/22/2014","89.754","89.759","90.363","89.224","","0.04%"
"01/21/2014","89.714","90.304","90.917","89.365","","-0.64%"
"01/20/2014","90.289","89.911","90.798","89.819","","0.38%"
"01/17/2014","89.948","88.086","90.073","87.919","","2.13%"
"01/16/2014","88.076","87.404","88.325","87.237","","0.79%"
"01/15/2014","87.388","87.316","87.648","86.966","","0.09%"
"01/14/2014","87.312","87.718","88.476","87.109","","-0.48%"
"01/13/2014","87.735","86.711","87.973","86.709","","1.21%"
"01/10/2014","86.690","85.847","86.944","85.835","","0.96%"
"01/09/2014","85.868","86.011","86.476","85.841","","-0.20%"
"01/08/2014","86.039","85.723","86.207","85.204","","0.31%"
"01/07/2014","85.769","86.278","87.022","85.058","","-0.60%"
"01/06/2014","86.288","86.462","87.562","85.251","","-0.20%"
"01/03/2014","86.464","85.194","86.820","85.167","","1.33%"
"01/02/2014","85.331","82.973","85.958","82.941","","2.65%"
"12/31/2013","83.130","81.552","84.011","81.397","","1.87%"
"12/30/2013","81.602","84.058","84.325","81.455","","-2.74%"
"12/27/2013","83.903","82.712","84.759","82.444","","1.49%"
"12/26/2013","82.672","81.153","83.522","81.084","","2.85%"
"12/24/2013","80.385","80.764","80.888","79.961","","-0.47%"
"12/23/2013","80.767","80.781","81.001","80.089","","-0.06%"
"12/20/2013","80.813","79.066","81.027","79.066","","2.15%"
"12/19/2013","79.109","80.485","80.991","79.056","","-1.70%"
"12/18/2013","80.475","80.475","81.993","80.398","","0.00%"
"12/17/2013","80.476","80.771","81.554","80.429","","-0.48%"
"12/16/2013","80.866","81.168","81.562","80.305","","-0.25%"
"12/13/2013","81.071","80.410","81.176","80.130","","0.77%"
"12/12/2013","80.455","82.166","82.480","80.377","","-2.15%"
"12/11/2013","82.223","82.084","82.693","81.678","","0.09%"
"12/10/2013","82.152","80.892","82.545","80.809","","1.53%"
"12/09/2013","80.914","80.062","81.142","79.755","","1.22%"
"12/06/2013","79.939","80.262","81.339","79.630","","-0.26%"
"12/05/2013","80.150","81.770","81.809","79.698","","-1.97%"
"12/04/2013","81.764","80.303","82.417","79.690","","1.84%"
"12/03/2013","80.285","79.936","80.481","79.652","","0.53%"
"12/02/2013","79.860","81.146","81.146","79.776","","-1.73%"
"11/29/2013","81.265","80.498","81.560","80.259","","0.93%"
"11/28/2013","80.516","80.514","80.810","80.310","","0.01%"
"11/27/2013","80.508","80.241","81.493","80.236","","0.24%"
"11/26/2013","80.315","80.661","81.122","80.175","","-0.37%"
"11/25/2013","80.613","80.031","80.853","78.879","","0.68%"
"11/22/2013","80.065","80.510","80.968","80.015","","-0.57%"
"11/21/2013","80.527","80.457","81.251","80.396","","0.08%"
"11/20/2013","80.459","82.357","82.591","80.291","","-2.34%"
"11/19/2013","82.388","82.851","82.976","82.172","","-0.55%"
"11/18/2013","82.843","84.115","84.162","82.462","","-1.44%"
"11/15/2013","84.050","84.190","84.431","83.895","","-0.05%"
"11/14/2013","84.096","84.122","84.893","83.951","","-0.09%"
"11/13/2013","84.175","83.543","84.493","83.506","","0.73%"
"11/12/2013","83.568","84.102","84.704","83.280","","-0.63%"
"11/11/2013","84.099","84.266","84.434","83.653","","-0.20%"
"11/08/2013","84.264","85.488","85.743","84.018","","-1.41%"
"11/07/2013","85.471","86.127","86.414","84.593","","-0.79%"
"11/06/2013","86.153","85.534","86.363","85.374","","0.74%"
"11/05/2013","85.518","85.066","85.852","85.054","","0.52%"
"11/04/2013","85.074","85.101","85.826","84.871","","-0.19%"
"11/01/2013","85.234","84.839","85.458","84.649","","0.46%"
"10/31/2013","84.840","86.037","86.037","84.507","","-1.36%"
"10/30/2013","86.006","85.905","86.834","85.463","","-0.06%"
"10/29/2013","86.056","86.219","86.670","85.617","","-0.16%"
"10/28/2013","86.192","86.206","86.832","85.758","","0.22%"
"10/25/2013","86.000","85.646","86.383","85.314","","0.48%"
"10/24/2013","85.587","84.454","86.021","84.378","","1.23%"
"10/23/2013","84.551","84.637","84.933","84.337","","-0.08%"
"10/22/2013","84.620","83.667","84.975","83.473","","1.16%"
"10/21/2013","83.652","83.226","84.018","82.948","","0.66%"
"10/18/2013","83.100","83.309","83.766","82.970","","-0.24%"
"10/17/2013","83.304","81.136","83.775","80.820","","2.61%"
"10/16/2013","81.189","81.688","82.105","80.542","","-0.66%"
"10/15/2013","81.731","80.933","82.275","79.840","","1.11%"
"10/14/2013","80.835","81.306","82.357","80.835","","-0.07%"
"10/11/2013","80.890","81.566","82.394","80.294","","-0.81%"
"10/10/2013","81.552","83.111","83.464","81.370","","-1.85%"
"10/09/2013","83.087","84.287","84.509","82.591","","-1.35%"
"10/08/2013","84.228","84.670","85.053","83.819","","-0.48%"
"10/07/2013","84.636","83.704","85.100","83.692","","1.18%"
"10/04/2013","83.652","84.711","84.989","83.507","","-1.25%"
"10/03/2013","84.714","84.280","85.288","83.728","","0.51%"
"10/02/2013","84.281","83.077","85.282","82.484","","1.49%"
"10/01/2013","83.043","86.049","86.353","82.665","","-3.55%"
"09/30/2013","86.097","87.858","88.414","86.020","","-1.23%"
"09/27/2013","87.173","85.987","87.963","85.776","","1.36%"
"09/26/2013","86.006","86.345","86.686","85.493","","-0.42%"
"09/25/2013","86.369","84.872","86.493","84.778","","1.77%"
"09/24/2013","84.864","84.248","85.143","83.905","","0.66%"
"09/23/2013","84.304","84.267","84.877","83.575","","-0.02%"
"09/20/2013","84.323","86.058","86.313","84.164","","-1.94%"
